style_number,style_name,category,fabric,gsm,color,print,season,brand,supplier,cost,selling_price,image_url
WFX-2796,Classic Pink Hoodie,Hoodie,Cotton Fleece,283,Pink,Solid,AW26,Cotton Culture,Colombo Apparel Group,593.49,1105.57,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/537d133a-b3d8-4851-bfa4-071c5179e7bf.jpg
WFX-2797,Tailored Charcoal Trousers,Trousers,Cotton Twill,220,Charcoal,Solid,SS25,Vastra Studio,Colombo Apparel Group,445.06,1062.91,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/7fa97b45-380a-4c9c-8de4-522976cb4972.jpg
WFX-2798,Signature Grey Melange Shirt,Shirt,Linen,121,Grey Melange,Solid,SS26,UrbanThread,Guangzhou Weave Co,370.44,856.1,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/86e2c8d7-556b-47f8-9ea9-646e5eed03de.jpg
WFX-2799,Tailored Beige Jacket,Jacket,Polyester Shell,364,Beige,Solid,SS26,Meridian Apparel,Istanbul Denim House,1553.53,4045.45,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/c9b01527-4b8f-47e1-b80d-6d8bacea853f.jpg
WFX-2800,Classic Beige Trousers,Trousers,Chino Twill,204,Beige,Solid,AW26,UrbanThread,Shenzhen Fashion Works,440.62,827.99,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/9f0c5ed6-08d2-49dc-a27e-da7d9bb2e23a.jpg
WFX-2801,Essential Black Shorts,Shorts,French Terry,185,Black,Solid,SS25,UrbanThread,Tirupur Garments Co,491.93,988.24,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/17626959-19d7-485d-be64-7b544b355774.jpg
WFX-2802,Oversized Charcoal Dress,Dress,Linen,118,Charcoal,Printed,SS26,Everlane East,Hanoi Stitch Co,775.9,2029.58,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/bcb839e0-9055-4760-b5a4-b7fd703b716f.jpg
WFX-2803,Vintage Beige Shirt,Shirt,Linen,129,Beige,Solid,AW26,Cotton Culture,Guangzhou Weave Co,429.04,1188.88,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/9f63ba96-3ce1-440e-96e4-c8a02004186a.jpg
WFX-2804,Cropped Olive Skirt,Skirt,Polyester Crepe,168,Olive,Solid,SS26,Meridian Apparel,Karachi Textile Mills,532.94,1373.57,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/69d4e9dd-3176-413f-8bff-fa9f8129e01c.jpg
WFX-2805,Classic Charcoal Jacket,Jacket,Nylon Taslan,366,Charcoal,Solid,AW25,Cotton Culture,Phnom Penh Sewing Ltd,1052.44,2939.61,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/00149032-3dd6-426e-9bc0-d53032536a42.jpg
WFX-2806,Essential Charcoal Jacket,Jacket,Nylon Taslan,347,Charcoal,Solid,SS26,Meridian Apparel,Shenzhen Fashion Works,826.58,2061.83,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/a8bb7cbf-3eb9-4d65-9620-7ebd1a78412c.jpg
WFX-2807,Classic Charcoal Shorts,Shorts,French Terry,245,Charcoal,Solid,SS26,Vastra Studio,Istanbul Denim House,441.73,1176.76,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/e6940762-d73e-4508-83f0-7d1e7937e4d4.jpg
WFX-2808,Classic Grey Melange Shirt,Shirt,Cotton Poplin,132,Grey Melange,Printed,AW26,Kaia Collective,ABC Textiles,402.66,696.46,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/85ff1bdd-7a17-45df-bfc0-0bf938d8af96.jpg
WFX-2809,Tailored Beige Hoodie,Hoodie,Cotton Fleece,393,Beige,Solid,AW26,Loom & Co,Hanoi Stitch Co,636.31,1691.39,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/3902b16f-a0e4-49c4-adba-75a2ba07d224.jpg
WFX-2810,Oversized Beige Shirt,Shirt,Chambray,151,Beige,Solid,SS25,NorthPeak,Istanbul Denim House,603.3,1128.59,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/8ce2f4eb-e638-42c7-8671-d0737da0c2fb.jpg
WFX-2811,Vintage White Dress,Dress,Cotton Voile,133,White,Printed,AW25,Loom & Co,Tirupur Garments Co,873.41,1475.22,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/be545b93-c60d-4be6-ae3a-64efd37b7fee.jpg
WFX-2812,Classic Charcoal Dress,Dress,Cotton Voile,176,Charcoal,Solid,AW26,Meridian Apparel,Guangzhou Weave Co,891.9,2383.04,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/08e1576e-1a7c-4a80-813d-f6914b010a8a.jpg
WFX-2813,Vintage Black Jacket,Jacket,Polyester Shell,233,Black,Solid,SS26,NorthPeak,Shenzhen Fashion Works,791.13,1460.95,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/ae6cf708-9abd-4422-9c4e-6cf3b6200031.jpg
WFX-2814,Slim Fit Brown T-Shirt,T-Shirt,Cotton/Polyester 60/40,152,Brown,Printed,SS25,Cotton Culture,Istanbul Denim House,162.41,371.29,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/c4210253-e9d8-47ae-95ef-c4d8bf178e4c.jpg
WFX-2815,Boxy Grey Melange Skirt,Skirt,Denim 10oz,151,Grey Melange,Solid,AW25,Loom & Co,Phnom Penh Sewing Ltd,403.09,965.17,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/24963db3-649c-4f04-8da3-0375ede8e0a6.jpg
WFX-2816,Oversized Plum Skirt,Skirt,Viscose,161,Plum,Solid,SS26,Everlane East,Istanbul Denim House,523.37,1451.03,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/48895e87-ae51-4c7e-98ae-2855991264d1.jpg
WFX-2817,Vintage Blush Pink Hoodie,Hoodie,Cotton/Polyester Fleece 80/20,394,Blush Pink,Solid,AW25,Cotton Culture,Jakarta Garmindo,747.47,1277.7,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/d0a1b45e-f6d3-4402-aad1-e921b9ee3589.jpg
WFX-2818,Cropped Grey Melange Jacket,Jacket,Denim 12oz,267,Grey Melange,Solid,AW25,NorthPeak,Istanbul Denim House,1101.2,2109.85,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/0028956e-9962-46f0-ad45-2c42f8a59d94.jpg
WFX-2819,Essential Teal Skirt,Skirt,Viscose,236,Teal,Solid,AW26,Vastra Studio,Noida Knits Pvt Ltd,543.76,933.12,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/f4b934fc-e326-4f72-b535-53288b8b82d3.jpg
WFX-2820,Athleisure Grey Melange Dress,Dress,Polyester Crepe,166,Grey Melange,Solid,AW25,Kaia Collective,Istanbul Denim House,580.25,1301.28,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/f8aade97-3b1f-43d1-becb-9f12483fcc28.jpg
WFX-2821,Athleisure Blue Dress,Dress,Viscose,150,Blue,Printed,AW25,Loom & Co,Jakarta Garmindo,846.53,2080.07,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/123cedc9-f0ee-432b-a087-7c4981e60c75.jpg
WFX-2822,Relaxed Charcoal Trousers,Trousers,Chino Twill,222,Charcoal,Solid,AW25,UrbanThread,Shenzhen Fashion Works,827.08,1489.24,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/54c33892-0e6c-4e82-b0e5-64a9e7c9d25c.jpg
WFX-2823,Slim Fit Pink Polo,Polo,Cotton Pique,223,Pink,Solid,SS26,Cotton Culture,Noida Knits Pvt Ltd,380.62,1064.49,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/2125089e-61bc-4ec7-bba5-829e8e2fe268.jpg
WFX-2824,Tailored Off White Hoodie,Hoodie,Cotton Fleece,329,Off White,Solid,AW26,UrbanThread,Colombo Apparel Group,700.36,1584.54,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/1aa4f7cc-1d16-48ec-994e-ae87fd1424f9.jpg
WFX-2825,Oversized Charcoal Hoodie,Hoodie,Cotton Fleece,333,Charcoal,Solid,SS25,Loom & Co,Phnom Penh Sewing Ltd,517.34,1179.49,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/ac607963-d6e4-48c9-9610-32bfd1d00258.jpg
WFX-2826,Heritage Charcoal Shorts,Shorts,French Terry,272,Charcoal,Solid,AW26,Kaia Collective,Karachi Textile Mills,353.16,739.19,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/97c4ebd3-715f-4809-881a-7363ce0da4cb.jpg
WFX-2827,Signature Charcoal Shorts,Shorts,Cotton Twill,195,Charcoal,Printed,AW26,UrbanThread,Noida Knits Pvt Ltd,370.89,868.58,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/2744c41a-24e4-4023-ba01-d2123de33a63.jpg
WFX-2828,Essential Black Jeans,Jeans,Denim 14oz,400,Black,Printed,SS25,Cotton Culture,Colombo Apparel Group,529.57,1149.31,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/b23375c8-fe67-4390-b770-444bf8eb83b4.jpg
WFX-2829,Oversized White Shirt,Shirt,Linen,127,White,Solid,AW25,Meridian Apparel,Noida Knits Pvt Ltd,637.14,1675.6,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/678253aa-3a9e-42c1-a56b-e608f1ddc096.jpg
WFX-2830,Vintage Black Polo,Polo,Polyester Pique,208,Black,Solid,SS25,Vastra Studio,Guangzhou Weave Co,482.21,957.21,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/1b2a7169-fb57-4b9e-9990-ae92a02305a1.jpg
WFX-2831,Tailored Navy Jeans,Jeans,Denim 14oz,464,Navy,Solid,AW25,Loom & Co,ABC Textiles,955.7,2523.65,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/4e6276b7-564c-4a32-9218-13cfc9148263.jpg
WFX-2832,Athleisure Off White Trousers,Trousers,Chino Twill,290,Off White,Solid,SS25,Meridian Apparel,Jakarta Garmindo,628.06,1107.13,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/cdf7d80b-9429-4f4f-ab62-98fe5a60c15d.jpg
WFX-2833,Signature Off White Shirt,Shirt,Oxford Cotton,113,Off White,Solid,AW25,NorthPeak,Hanoi Stitch Co,399.8,858.67,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/b9e251b4-2d23-4e4a-9150-19c16c6f0565.jpg
WFX-2834,Classic Charcoal Polo,Polo,Cotton/Spandex 95/5,212,Charcoal,Solid,AW25,Cotton Culture,Noida Knits Pvt Ltd,369.08,999.35,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/ae10eae8-6b13-4887-b226-d1fc1d7c6dd3.jpg
WFX-2835,Tailored Grey Melange Shirt,Shirt,Chambray,138,Grey Melange,Solid,SS26,Cotton Culture,Phnom Penh Sewing Ltd,371.03,981.22,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/2a45d48d-811c-4c7d-bceb-b8bd88af2821.jpg
WFX-2836,Athleisure White Dress,Dress,Cotton Voile,111,White,Printed,AW25,Vastra Studio,Tirupur Garments Co,506.79,1045.95,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/babf31fc-abbe-42d2-9e78-794e8052949e.jpg
WFX-2837,Heritage Charcoal Polo,Polo,Polyester Pique,193,Charcoal,Solid,SS25,Kaia Collective,ABC Textiles,330.73,691.69,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/47981a59-bb9a-43ed-a72f-9a34ec083ca1.jpg
WFX-2838,Cropped Black Skirt,Skirt,Viscose,216,Black,Solid,SS26,Everlane East,Phnom Penh Sewing Ltd,580.3,1084.3,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/86d25b2c-d388-49f6-9616-d2ad838c7148.jpg
WFX-2839,Tailored Olive Jacket,Jacket,Denim 12oz,337,Olive,Solid,AW26,Loom & Co,Noida Knits Pvt Ltd,926.8,2001.92,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/66bccc96-dc5c-466c-91f1-871327f3b660.jpg
WFX-2840,Heritage Navy Jacket,Jacket,Denim 12oz,363,Navy,Solid,SS25,Kaia Collective,Colombo Apparel Group,1282.61,2989.58,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/4e2691ca-7916-4f64-9ab3-03519280d93e.jpg
WFX-2841,Cropped White Trousers,Trousers,Cotton Twill,243,White,Solid,SS26,Vastra Studio,Colombo Apparel Group,844.76,2000.99,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/b823a55c-cfef-4edb-9e49-be38cb2b10c9.jpg
WFX-2842,Vintage Black Skirt,Skirt,Viscose,255,Black,Solid,SS26,Meridian Apparel,Phnom Penh Sewing Ltd,319.87,840.87,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/a1733d6b-2e24-43da-b5e2-8f52ee3fc70a.jpg
WFX-2843,Signature Off White Dress,Dress,Polyester Crepe,137,Off White,Solid,SS25,Vastra Studio,Karachi Textile Mills,492.68,1035.75,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/521c2c74-7131-427a-af36-0c48aa438119.jpg
WFX-2844,Essential Black Jacket,Jacket,Polyester Shell,356,Black,Solid,SS26,Meridian Apparel,Noida Knits Pvt Ltd,1274.48,2766.75,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/90d2529c-7bdb-4ca3-8292-696346706ad9.jpg
WFX-2845,Tailored Maroon T-Shirt,T-Shirt,Organic Cotton,152,Maroon,Printed,AW25,Cotton Culture,Guangzhou Weave Co,267.7,666.33,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/23636f41-67c0-4065-b82a-6fd0d3704c07.jpg
WFX-2846,Essential Beige Sweatshirt,Sweatshirt,French Terry,305,Beige,Solid,SS26,NorthPeak,Karachi Textile Mills,489.33,1294.63,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/dee62a9f-6145-4434-953d-07072e2490b5.jpg
WFX-2847,Athleisure Beige Hoodie,Hoodie,Cotton/Polyester Fleece 80/20,388,Beige,Printed,SS25,Kaia Collective,Noida Knits Pvt Ltd,503.0,837.2,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/054071e9-7aba-424c-be6d-65ffe693a2e3.jpg
WFX-2848,Classic Grey Melange Skirt,Skirt,Cotton Twill,251,Grey Melange,Solid,AW25,Meridian Apparel,Karachi Textile Mills,538.24,1203.4,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/672b0d76-2277-4edf-8903-51cd6646b139.jpg
WFX-2849,Slim Fit Black Trousers,Trousers,Chino Twill,252,Black,Solid,SS26,Meridian Apparel,Istanbul Denim House,844.24,2255.31,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/4d089b11-b8d5-4b56-9cb4-7bc87ba64cd3.jpg
WFX-2850,Classic Charcoal Skirt,Skirt,Denim 10oz,182,Charcoal,Printed,SS25,Kaia Collective,Noida Knits Pvt Ltd,520.86,943.9,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/12f6208b-331e-4257-bcfe-bb48f8c924aa.jpg
WFX-2851,Boxy Charcoal Sweatshirt,Sweatshirt,French Terry,357,Charcoal,Printed,SS25,Meridian Apparel,Tirupur Garments Co,709.42,1625.66,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/34c466b5-ad3e-431e-9fb3-6326fd4b1940.jpg
WFX-2852,Classic Grey Melange Jacket,Jacket,Cotton Canvas,323,Grey Melange,Solid,AW25,Cotton Culture,ABC Textiles,1086.12,2360.01,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/14f765fd-d3f6-4c9f-8f91-df9562102171.jpg
WFX-2853,Signature Charcoal Dress,Dress,Cotton Voile,167,Charcoal,Printed,AW25,Vastra Studio,Noida Knits Pvt Ltd,454.82,1097.07,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/041c6bde-e737-46fd-9586-984c1503941f.jpg
WFX-2854,Slim Fit Grey Melange Polo,Polo,Cotton/Spandex 95/5,188,Grey Melange,Printed,SS25,UrbanThread,Colombo Apparel Group,280.81,618.91,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/cc741d65-c8a9-41e5-bf14-a7bfbb29a5fd.jpg
WFX-2855,Vintage Black Sweatshirt,Sweatshirt,Loopback Cotton,318,Black,Printed,AW25,Cotton Culture,Hanoi Stitch Co,691.13,1600.41,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/e5caf86d-ae4d-4cf0-8536-f98ef53e1a44.jpg
WFX-2856,Classic Grey Melange Shirt,Shirt,Linen,158,Grey Melange,Printed,AW25,Vastra Studio,Karachi Textile Mills,375.37,1027.65,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/84e8ffd4-985c-4353-9c5c-732c3db5656f.jpg
WFX-2857,Essential Blush Pink Shorts,Shorts,Cotton Twill,253,Blush Pink,Solid,SS25,Everlane East,Dhaka Knitwear Ltd,256.57,565.88,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/27f3c569-0b20-4791-a39e-54a3c6e16da1.jpg
WFX-2858,Classic Charcoal Skirt,Skirt,Cotton Twill,216,Charcoal,Printed,SS25,Loom & Co,Noida Knits Pvt Ltd,648.14,1551.88,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/2ac96388-4353-44b6-a174-de2f2523afd1.jpg
WFX-2859,Slim Fit Black Jacket,Jacket,Cotton Canvas,317,Black,Solid,AW25,UrbanThread,Guangzhou Weave Co,811.24,1544.02,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/b4af5b70-d260-48b3-8eea-993d762d2dda.jpg
WFX-2860,Athleisure Charcoal Polo,Polo,Cotton/Spandex 95/5,222,Charcoal,Solid,AW25,Everlane East,Phnom Penh Sewing Ltd,280.29,623.47,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/14f97636-9b50-456c-8755-f5faff807114.jpg
WFX-2861,Boxy Charcoal Shorts,Shorts,French Terry,252,Charcoal,Solid,AW25,Vastra Studio,Dhaka Knitwear Ltd,435.31,844.17,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/691adbe1-f608-471e-bbdf-cc2779e92b4e.jpg
WFX-2862,Classic White Polo,Polo,Polyester Pique,192,White,Solid,AW26,Vastra Studio,Tirupur Garments Co,357.38,747.53,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/72015405-2374-4d13-a0c6-b4756b44ac22.jpg
WFX-2863,Athleisure Grey Melange Shirt,Shirt,Linen,125,Grey Melange,Solid,AW26,Meridian Apparel,Dhaka Knitwear Ltd,301.1,724.43,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/3434a264-2825-4e92-b731-3f02aa976617.jpg
WFX-2864,Heritage Grey Melange Sweatshirt,Sweatshirt,Cotton Fleece,269,Grey Melange,Solid,AW25,Kaia Collective,Colombo Apparel Group,689.43,1186.89,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/9ae15e81-d0ca-4219-8adf-1a4231f6b98b.jpg
WFX-2865,Cropped Black Shorts,Shorts,Nylon Ripstop,219,Black,Printed,SS26,Cotton Culture,ABC Textiles,265.02,682.64,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/37e1d0d6-5abc-4a46-b8ef-b9860537d297.jpg
WFX-2866,Classic Black Shorts,Shorts,French Terry,174,Black,Solid,AW25,Meridian Apparel,ABC Textiles,278.5,698.99,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/5dc34a85-d7f8-45bc-b922-2eae1a704f4b.jpg
WFX-2867,Oversized Black Dress,Dress,Cotton Voile,156,Black,Solid,SS26,Cotton Culture,Guangzhou Weave Co,875.3,1682.3,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/82878359-5004-44b9-8a93-6234169793a4.jpg
WFX-2868,Signature Black Polo,Polo,Cotton Pique,205,Black,Printed,AW26,Everlane East,Karachi Textile Mills,370.08,794.88,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/1a313444-17de-43ff-8a75-d02a81edbef4.jpg
WFX-2869,Oversized Charcoal Shirt,Shirt,Cotton Poplin,118,Charcoal,Solid,AW26,Kaia Collective,Tirupur Garments Co,578.47,966.26,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/6104b71c-017f-4631-95c9-6ff414091a7d.jpg
WFX-2870,Heritage Grey Melange Sweatshirt,Sweatshirt,French Terry,338,Grey Melange,Solid,AW25,Kaia Collective,ABC Textiles,551.9,1120.53,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/2be7652b-3fed-47c7-a0e6-d9fb9fd7d23b.jpg
WFX-2871,Heritage Charcoal Skirt,Skirt,Cotton Twill,253,Charcoal,Solid,SS26,UrbanThread,Colombo Apparel Group,443.95,734.81,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/6da4653c-905d-4257-aa82-824afda0c0a5.jpg
WFX-2872,Athleisure Charcoal Hoodie,Hoodie,French Terry,391,Charcoal,Solid,SS25,Everlane East,Guangzhou Weave Co,602.24,1341.62,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/7b61cc39-72e3-4e09-9288-edfffb0785e2.jpg
WFX-2873,Tailored Grey Melange Shorts,Shorts,Nylon Ripstop,204,Grey Melange,Solid,SS25,UrbanThread,Tirupur Garments Co,449.11,1064.25,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/b203c1bf-6427-437b-b24f-2e2542c0ff14.jpg
WFX-2874,Essential Black Skirt,Skirt,Denim 10oz,249,Black,Solid,AW25,Cotton Culture,Istanbul Denim House,473.54,851.65,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/ea6195ca-94fd-4ffa-b133-81f56df1d446.jpg
WFX-2875,Relaxed Grey Melange Dress,Dress,Viscose,164,Grey Melange,Printed,SS25,Kaia Collective,Karachi Textile Mills,472.49,1120.74,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/4c1acd5c-80bc-4f85-adb4-404f553ca881.jpg
WFX-2876,Oversized Grey Melange Shirt,Shirt,Chambray,138,Grey Melange,Solid,AW26,UrbanThread,Hanoi Stitch Co,335.21,736.84,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/8ced139b-54b8-4d7a-b40b-b4cc303bdb62.jpg
WFX-2877,Athleisure Brown Jacket,Jacket,Cotton Canvas,325,Brown,Solid,SS26,Vastra Studio,Dhaka Knitwear Ltd,732.25,1654.09,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/37f416aa-b0b7-47e6-a4aa-ef0aad2f39ec.jpg
WFX-2878,Essential Grey Melange Skirt,Skirt,Polyester Crepe,186,Grey Melange,Solid,AW26,Cotton Culture,Istanbul Denim House,588.86,1519.2,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/9b96c318-a9bf-446f-873e-6388906cce86.jpg
WFX-2879,Essential Black Shorts,Shorts,Cotton Twill,172,Black,Printed,SS26,Cotton Culture,Hanoi Stitch Co,477.8,891.62,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/1b27b2d0-f0ab-4f61-b39e-7c21682fdcea.jpg
WFX-2880,Signature Grey Melange T-Shirt,T-Shirt,100% Cotton,161,Grey Melange,Solid,AW26,Loom & Co,Guangzhou Weave Co,273.11,706.32,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/1b064898-eaa9-4e55-ab86-ebf374e223b1.jpg
WFX-2881,Relaxed Sky Blue Shirt,Shirt,Chambray,122,Sky Blue,Solid,AW26,Vastra Studio,Karachi Textile Mills,375.02,1018.65,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/8de3baf1-0422-4f6c-beca-6ace1f0b8730.jpg
